0.4068,0.6073,0.6707,0.8147,0.8663,0.8891,0.8922,0.9067,0.8982,0.9084,0.9090,0.9091
0.5379,0.7078,0.7587,0.8609,0.8831,0.9057,0.9030,0.9236,0.9203,0.9174,0.9135,0.9127
0.6187,0.7630,0.8012,0.8815,0.9073,0.9240,0.9292,0.9263,0.9235,0.9243,0.9216,0.9196
0.6659,0.8102,0.8372,0.9005,0.9221,0.9329,0.9334,0.9385,0.9368,0.9279,0.9283,0.9195
0.7085,0.8366,0.8532,0.9157,0.9345,0.9437,0.9429,0.9421,0.9391,0.9353,0.9274,0.9280
0.7428,0.8496,0.8723,0.9266,0.9468,0.9464,0.9467,0.9468,0.9451,0.9381,0.9313,0.9343
0.7701,0.8640,0.8782,0.9330,0.9523,0.9569,0.9545,0.9465,0.9464,0.9515,0.9438,0.9306
0.7771,0.8805,0.8898,0.9401,0.9572,0.9565,0.9608,0.9572,0.9553,0.9515,0.9454,0.9336
0.7956,0.8780,0.8966,0.9431,0.9621,0.9688,0.9661,0.9625,0.9565,0.9498,0.9346,0.9201
0.7931,0.8798,0.8977,0.9530,0.9626,0.9643,0.9668,0.9673,0.9602,0.9438,0.9309,0.9367
0.8030,0.8828,0.8900,0.9467,0.9649,0.9658,0.9686,0.9642,0.9484,0.9317,0.9723,0.9330
0.7982,0.8673,0.8880,0.9356,0.9583,0.9572,0.9560,0.9493,0.9274,0.9744,0.9258,0.8907
0.7624,0.8409,0.8539,0.9086,0.9405,0.9412,0.9338,0.9231,0.9455,0.8767,0.8420,0.8373
0.7256,0.7800,0.7966,0.8647,0.8979,0.8970,0.9259,0.8507,0.7807,0.7160,0.6697,0.6601
0.6759,0.6806,0.6908,0.7631,0.7938,0.6959,0.4601,0.3657,0.3548,0.3706,0.3489,0.3211
