1.1272,2.5648,3.7660,12.9804,28.4911,50.5385,78.3074,114.8190,155.6336,206.1287,263.6491,331.4440
1.7977,3.2705,4.5746,13.9472,29.2085,51.8626,79.9334,117.3379,160.1168,210.1229,267.2556,334.9686
2.5854,4.0749,5.3828,14.9599,30.8658,53.8198,83.3013,119.4075,162.4126,214.5439,274.5251,343.0703
3.3738,5.1517,6.4265,16.1634,32.4584,55.6899,85.5517,123.0918,167.8959,218.9721,281.2762,351.0458
4.3266,6.1190,7.5145,17.5972,34.3266,58.1606,88.7922,126.8334,172.5410,226.0445,287.5265,363.1136
5.3836,7.1471,8.6086,19.0285,36.4756,60.4187,91.2261,130.5514,177.8397,232.8593,296.8147,373.9856
6.4220,8.2373,9.7808,20.5640,38.4438,63.4339,95.2867,134.3724,183.3949,243.1444,309.5499,383.0052
7.4115,9.6097,11.1512,22.4215,40.9887,66.0159,99.8176,140.7711,191.6868,251.2554,319.2224,396.5629
8.6037,10.7099,12.5437,24.3163,43.4300,70.2324,104.4450,147.2950,197.9117,258.6736,325.8542,404.3972
9.7756,12.0596,13.9706,26.6569,46.1160,73.3917,109.2039,154.4233,206.8976,266.9617,337.9504,406.6770
10.9668,13.7061,15.4023,28.7512,49.5654,77.6042,115.0644,160.6513,213.5941,276.1569,372.2989,382.9520
12.2774,15.0813,17.3906,30.8562,52.7705,81.7715,119.6512,166.9279,221.2490,310.3962,344.3209,336.5500
11.5446,16.4462,18.6257,32.9235,56.0582,86.1291,124.8181,173.8687,242.2044,248.0579,244.8374,248.7463
10.7361,17.3549,20.3434,35.4808,59.1765,90.0251,133.0750,142.9162,153.4611,154.4754,151.3023,150.6443
9.8361,14.3137,17.2643,36.4803,61.0193,60.7003,45.8176,46.8009,58.7431,65.9243,64.0047,58.8815
